zip,Average Education Index 2014,Median Income 2014,Median Rent 2014,Take Public Transp % in 2014,Total Population % in 2014,White Population % in 2014
95619,13.18,60660.0,1501.0,0.048,4937.0,0.927
94112,12.96,71505.0,1453.0,0.344,83032.0,0.306
95023,12.63,69678.0,1278.0,0.008,50625.0,0.838
95368,12.44,72939.0,1390.0,0.002,14474.0,0.764
90710,13.07,54630.0,1058.0,0.051,27550.0,0.515
95817,13.48,34845.0,905.0,0.059000000000000004,14472.0,0.534
95822,12.92,44392.0,1013.0,0.039,42907.0,0.505
95348,12.77,40903.0,874.0,0.013000000000000001,31387.0,0.583
95428,13.28,32782.0,935.0,0.002,2491.0,0.586
92311,12.62,45889.0,763.0,0.021,32831.0,0.6579999999999999
90248,12.84,51956.0,1134.0,0.046,9936.0,0.311
92504,12.8,57052.0,1148.0,0.023,53960.0,0.773
94541,12.87,57895.0,1235.0,0.09300000000000001,62738.0,0.502
91932,12.77,48117.0,1194.0,0.043,26257.0,0.7120000000000001
92545,12.78,40119.0,1157.0,0.006,41078.0,0.742
93306,12.6,52203.0,941.0,0.01,68910.0,0.7140000000000001
91601,13.55,47202.0,1256.0,0.126,38781.0,0.669
92407,12.21,51702.0,1116.0,0.012,60118.0,0.616
93631,13.07,58381.0,788.0,0.002,16844.0,0.7340000000000001
95121,12.86,85514.0,1886.0,0.026000000000000002,38603.0,0.317
92114,12.55,57287.0,1204.0,0.047,69305.0,0.23399999999999999
95336,12.59,56885.0,1200.0,0.011000000000000001,46433.0,0.7090000000000001
90621,13.16,56219.0,1327.0,0.054000000000000006,35478.0,0.534
91790,12.81,66057.0,1359.0,0.033,46059.0,0.39
95626,12.63,60579.0,1370.0,0.006,6335.0,0.7909999999999999
92683,12.62,53559.0,1355.0,0.024,91204.0,0.387
92220,12.63,39917.0,975.0,0.013000000000000001,32793.0,0.723
96039,12.9,28750.0,655.0,0.003,1206.0,0.619
92860,12.88,85361.0,1830.0,0.012,27304.0,0.7440000000000001
90241,12.74,56059.0,1197.0,0.032,43596.0,0.603
91204,12.88,39753.0,1166.0,0.08,16292.0,0.6659999999999999
91722,12.71,63740.0,1377.0,0.039,36352.0,0.51
92868,13.13,63610.0,1571.0,0.023,27353.0,0.491
91205,12.99,37414.0,1215.0,0.063,38138.0,0.758
91755,12.75,52517.0,1283.0,0.043,27305.0,0.171
92394,12.01,51500.0,1187.0,0.008,34479.0,0.48
92586,12.9,36394.0,1063.0,0.024,19384.0,0.8170000000000001
90604,12.93,65640.0,1233.0,0.024,39541.0,0.6509999999999999
94565,12.61,55865.0,1292.0,0.09699999999999999,87395.0,0.39799999999999996
93535,12.23,42835.0,1139.0,0.016,73282.0,0.642
96055,12.71,40747.0,805.0,0.006999999999999999,4097.0,0.885
93221,12.73,48470.0,840.0,0.001,15391.0,0.887
92252,13.19,39409.0,839.0,0.02,9228.0,0.8140000000000001
93451,12.84,54205.0,1137.0,0.001,4187.0,0.7390000000000001
93560,12.44,56875.0,1013.0,0.006,19189.0,0.664
96007,12.73,38907.0,797.0,0.003,22942.0,0.9079999999999999
93308,12.81,41737.0,884.0,0.022000000000000002,54132.0,0.857
90731,12.72,49786.0,1125.0,0.044000000000000004,62348.0,0.679
95632,12.82,61255.0,1095.0,0.006,30064.0,0.708
92832,12.97,58853.0,1309.0,0.045,25247.0,0.599
95691,13.48,65769.0,1037.0,0.02,35929.0,0.643
93726,12.45,32471.0,814.0,0.035,42618.0,0.505
90804,12.89,44629.0,1117.0,0.079,40679.0,0.597
91335,12.6,51398.0,1211.0,0.067,77952.0,0.711
92551,12.12,50449.0,1363.0,0.009000000000000001,33050.0,0.48
91103,13.06,59099.0,1241.0,0.071,27684.0,0.541
94520,12.58,47656.0,1191.0,0.10400000000000001,38743.0,0.639
95673,12.52,50854.0,1189.0,0.012,14773.0,0.7120000000000001
92371,12.41,50744.0,1013.0,0.002,14729.0,0.853
92223,13.53,64738.0,1085.0,0.008,46719.0,0.695
95991,12.5,43165.0,882.0,0.011000000000000001,41212.0,0.71
93230,12.66,53008.0,917.0,0.006,66316.0,0.792
92025,12.43,45433.0,1122.0,0.02,49734.0,0.836
92804,12.47,52408.0,1307.0,0.048,85969.0,0.489
94544,12.49,59699.0,1302.0,0.076,76508.0,0.396
95988,12.9,48443.0,727.0,0.002,8913.0,0.835
95320,12.93,55599.0,1040.0,0.009000000000000001,12739.0,0.8809999999999999
95337,12.9,66711.0,1182.0,0.022000000000000002,31399.0,0.696
95457,12.87,42829.0,1039.0,0.033,3331.0,0.816
92505,12.43,55947.0,1216.0,0.039,49064.0,0.723
95966,12.72,40775.0,905.0,0.002,30916.0,0.78
91406,12.74,50381.0,1130.0,0.094,53528.0,0.491
95823,12.24,36731.0,928.0,0.042,73641.0,0.371
91345,12.49,60148.0,1321.0,0.03,18196.0,0.5770000000000001
90302,12.87,41187.0,1092.0,0.07,30219.0,0.28
96041,13.52,26827.0,673.0,0.019,2795.0,0.892
92234,12.4,43170.0,1145.0,0.033,52534.0,0.7559999999999999
93301,12.38,30963.0,733.0,0.008,11685.0,0.633
93552,11.83,56738.0,1482.0,0.02,42073.0,0.386
92840,12.45,61934.0,1330.0,0.038,56291.0,0.49
92503,12.33,55051.0,1165.0,0.026000000000000002,92959.0,0.585
95127,12.34,70692.0,1564.0,0.038,64498.0,0.363
93727,12.73,46394.0,825.0,0.012,73671.0,0.426
93901,13.03,49491.0,1077.0,0.001,26438.0,0.807
90019,12.88,43244.0,1135.0,0.18899999999999997,67606.0,0.37200000000000005
92336,13.2,87425.0,1684.0,0.018000000000000002,91510.0,0.537
95113,15.4,61500.0,1666.0,0.12300000000000001,1163.0,0.409
95112,13.18,49454.0,1207.0,0.079,57503.0,0.445
95932,12.54,46453.0,787.0,0.015,7808.0,0.72
95655,14.28,87738.0,1448.0,0.015,4592.0,0.541
93705,12.01,32635.0,868.0,0.03,38130.0,0.5379999999999999
91411,13.08,43758.0,1159.0,0.07200000000000001,24146.0,0.7290000000000001
95776,13.15,63750.0,1112.0,0.053,21827.0,0.645
92404,11.93,38767.0,936.0,0.031,60501.0,0.514
90745,12.82,71757.0,1353.0,0.028999999999999998,57727.0,0.33799999999999997
95301,12.36,48488.0,895.0,0.005,38007.0,0.639
91776,12.67,48302.0,1251.0,0.038,37378.0,0.177
92841,12.61,53059.0,1339.0,0.027000000000000003,32839.0,0.469
90602,12.51,47622.0,1068.0,0.040999999999999995,26676.0,0.506
94806,12.25,52173.0,1184.0,0.107,60101.0,0.479
95340,13.35,49688.0,804.0,0.005,34745.0,0.669
90706,12.46,49360.0,1177.0,0.046,77455.0,0.41100000000000003
95441,13.16,59545.0,1067.0,0.008,1989.0,0.685
92585,12.79,63413.0,1367.0,0.009000000000000001,20148.0,0.7509999999999999
91502,12.98,40208.0,1255.0,0.019,12605.0,0.738
95330,12.51,63248.0,1474.0,0.021,17702.0,0.502
95531,12.8,41136.0,855.0,0.01,24202.0,0.773
91911,12.24,48891.0,1210.0,0.045,83710.0,0.765
92501,12.67,48610.0,978.0,0.026000000000000002,22216.0,0.633
92345,12.18,42323.0,1004.0,0.011000000000000001,81049.0,0.765
91710,12.82,71825.0,1318.0,0.016,83042.0,0.573
93254,12.41,32750.0,840.0,0.016,700.0,0.773
93906,12.02,55082.0,1230.0,0.003,63529.0,0.685
90701,12.93,60544.0,1382.0,0.026000000000000002,16698.0,0.39899999999999997
93728,12.81,32658.0,790.0,0.044000000000000004,14711.0,0.6709999999999999
90242,12.55,57095.0,1233.0,0.033,43199.0,0.5429999999999999
92324,11.99,41278.0,989.0,0.018000000000000002,58013.0,0.609
90250,12.58,45766.0,1060.0,0.073,95223.0,0.474
95965,12.67,35220.0,772.0,0.011000000000000001,20599.0,0.718
90047,12.59,40528.0,1072.0,0.091,46999.0,0.161
94606,12.71,37288.0,996.0,0.203,37001.0,0.247
92337,12.24,69966.0,1429.0,0.02,37844.0,0.53
93591,12.04,39880.0,1118.0,0.006,6558.0,0.527
93955,12.63,52420.0,1469.0,0.066,34084.0,0.565
91343,12.55,55238.0,1165.0,0.086,61976.0,0.537
95327,12.28,44902.0,877.0,0.009000000000000001,8679.0,0.722
95660,12.62,41615.0,1021.0,0.02,33014.0,0.6509999999999999
93243,12.4,60724.0,778.0,0.057999999999999996,1720.0,0.8909999999999999
90247,12.7,42968.0,1104.0,0.048,47374.0,0.24100000000000002
92243,12.17,42206.0,748.0,0.011000000000000001,48615.0,0.635
95407,12.17,53652.0,1266.0,0.025,40657.0,0.611
95963,12.41,39485.0,710.0,0.003,15018.0,0.877
92240,12.05,35315.0,928.0,0.026000000000000002,35878.0,0.607
96019,12.93,40455.0,972.0,0.005,10129.0,0.8759999999999999
92530,12.0,49552.0,1130.0,0.013999999999999999,51816.0,0.594
92154,12.2,60162.0,1331.0,0.047,86740.0,0.6859999999999999
93268,12.22,46615.0,890.0,0.003,16890.0,0.887
95901,12.58,42319.0,862.0,0.01,32742.0,0.691
92844,12.3,48345.0,1385.0,0.033,24314.0,0.271
93445,12.19,50000.0,1086.0,0.003,7168.0,0.754
90605,12.42,66706.0,1279.0,0.027999999999999997,42103.0,0.57
93637,12.14,49121.0,975.0,0.003,40101.0,0.8
94134,12.35,60230.0,1195.0,0.298,40343.0,0.20199999999999999
95354,12.43,36254.0,887.0,0.026000000000000002,24356.0,0.732
95240,12.22,40021.0,918.0,0.006,47297.0,0.6970000000000001
90004,12.93,38493.0,1070.0,0.231,63547.0,0.345
90065,12.66,52794.0,1116.0,0.105,46254.0,0.47
92655,12.37,45568.0,1328.0,0.027999999999999997,9139.0,0.387
95326,12.57,54366.0,1014.0,0.003,9487.0,0.867
92801,12.45,47672.0,1326.0,0.044000000000000004,63883.0,0.529
90260,12.33,51769.0,1350.0,0.031,35854.0,0.547
90013,13.22,21120.0,686.0,0.172,10575.0,0.32
93635,11.73,45056.0,1066.0,0.002,39439.0,0.78
92583,12.1,39528.0,866.0,0.004,31167.0,0.595
93543,11.68,57588.0,1452.0,0.01,13578.0,0.43700000000000006
93015,11.99,56567.0,1122.0,0.013999999999999999,17423.0,0.759
95367,12.43,59056.0,1070.0,0.005,24045.0,0.789
94607,13.26,34192.0,945.0,0.267,24830.0,0.255
91767,12.23,49206.0,1118.0,0.047,49027.0,0.701
95838,11.94,39481.0,976.0,0.032,35935.0,0.40299999999999997
91761,12.18,61270.0,1311.0,0.013999999999999999,59892.0,0.5770000000000001
96021,12.12,39756.0,845.0,0.012,16121.0,0.8370000000000001
93550,11.68,38502.0,992.0,0.042,74203.0,0.35100000000000003
92543,12.03,27163.0,845.0,0.031,34680.0,0.6920000000000001
92405,11.94,37591.0,926.0,0.039,29526.0,0.585
92553,11.6,42984.0,1160.0,0.017,73803.0,0.551
95464,12.39,26667.0,693.0,0.016,2208.0,0.8240000000000001
95820,12.52,40730.0,1026.0,0.047,34529.0,0.5429999999999999
93654,11.91,47882.0,874.0,0.011000000000000001,31575.0,0.611
93291,12.75,50833.0,887.0,0.01,54899.0,0.7809999999999999
90806,12.23,43785.0,1037.0,0.1,43140.0,0.42100000000000004
90680,12.18,47796.0,1284.0,0.048,30770.0,0.504
95111,11.9,57047.0,1282.0,0.040999999999999995,60907.0,0.45299999999999996
94124,12.55,49594.0,915.0,0.265,35201.0,0.162
90640,12.12,47436.0,1142.0,0.054000000000000006,63400.0,0.667
95210,12.06,38510.0,1015.0,0.012,40820.0,0.354
90016,12.51,38050.0,1086.0,0.131,47786.0,0.285
92301,11.73,34537.0,1048.0,0.01,32667.0,0.5710000000000001
95203,12.34,37264.0,880.0,0.013999999999999999,15711.0,0.573
95422,12.38,25934.0,825.0,0.012,15453.0,0.721
90026,13.09,46435.0,1094.0,0.18600000000000003,67986.0,0.654
95948,12.13,44423.0,807.0,0.003,10349.0,0.759
93240,12.9,26054.0,827.0,0.006999999999999999,5667.0,0.9620000000000001
92250,11.56,43264.0,755.0,0.009000000000000001,8461.0,0.708
95363,12.08,53466.0,1233.0,0.002,26087.0,0.728
91342,12.12,60899.0,1313.0,0.043,91701.0,0.685
93030,11.88,57860.0,1274.0,0.013999999999999999,61215.0,0.765
93657,12.23,49785.0,883.0,0.001,35653.0,0.669
90670,12.36,51935.0,1263.0,0.032,15594.0,0.5920000000000001
92802,12.05,51365.0,1283.0,0.077,43743.0,0.716
91762,11.96,50707.0,1155.0,0.021,56148.0,0.5379999999999999
95303,12.38,44792.0,777.0,0.005,1019.0,0.792
95369,12.68,48510.0,803.0,0.006,977.0,0.7020000000000001
94801,11.9,38856.0,1006.0,0.132,29269.0,0.47700000000000004
95380,12.19,39743.0,875.0,0.006999999999999999,41069.0,0.8420000000000001
95076,11.81,56671.0,1238.0,0.016,84587.0,0.731
91606,12.3,42195.0,1125.0,0.08199999999999999,45467.0,0.5820000000000001
90650,12.24,60523.0,1318.0,0.035,106521.0,0.536
91702,12.27,54769.0,1215.0,0.05,60475.0,0.42100000000000004
92706,12.03,58500.0,1190.0,0.07,36585.0,0.401
90042,12.52,51427.0,1169.0,0.099,61034.0,0.52
91405,12.23,38162.0,1073.0,0.129,53406.0,0.429
95815,11.96,29721.0,903.0,0.035,25772.0,0.519
92571,11.59,51116.0,1407.0,0.013000000000000001,54825.0,0.385
92509,11.72,57286.0,1154.0,0.011000000000000001,78221.0,0.531
92203,13.77,68027.0,1249.0,0.008,27466.0,0.7070000000000001
94063,11.91,54003.0,1353.0,0.061,31881.0,0.6559999999999999
92201,11.79,40024.0,954.0,0.017,63915.0,0.49
95307,11.67,45631.0,974.0,0.015,42470.0,0.731
93274,11.93,45591.0,909.0,0.006,71430.0,0.8270000000000001
93304,11.7,35150.0,841.0,0.02,51607.0,0.621
91752,12.39,62372.0,1243.0,0.013999999999999999,28649.0,0.575
91303,12.41,46187.0,1234.0,0.099,27827.0,0.659
90805,11.9,45197.0,1059.0,0.064,94561.0,0.33
92548,11.45,39464.0,1026.0,0.001,7020.0,0.8009999999999999
92376,11.54,44965.0,1058.0,0.03,85647.0,0.632
93060,11.97,54782.0,1123.0,0.019,33836.0,0.727
95358,11.72,49567.0,1109.0,0.008,31709.0,0.684
91763,11.84,49056.0,1101.0,0.03,37432.0,0.423
92408,12.1,33750.0,906.0,0.023,15318.0,0.442
90810,12.32,49087.0,1051.0,0.064,36736.0,0.418
90005,12.27,31214.0,939.0,0.35100000000000003,38638.0,0.196
93257,11.6,39551.0,769.0,0.006,75390.0,0.799
91764,11.83,51060.0,1273.0,0.019,54078.0,0.5920000000000001
95110,12.82,68693.0,1491.0,0.084,19239.0,0.5479999999999999
91950,12.01,39533.0,986.0,0.066,61262.0,0.589
92227,12.03,42711.0,769.0,0.009000000000000001,26818.0,0.8290000000000001
90012,12.32,29492.0,1116.0,0.11,30029.0,0.285
90301,11.82,37813.0,1063.0,0.08900000000000001,36714.0,0.35
90038,12.75,33850.0,1036.0,0.22699999999999998,28798.0,0.402
91770,11.95,47078.0,1168.0,0.028999999999999998,63119.0,0.22899999999999998
93610,11.74,39051.0,935.0,0.004,24151.0,0.725
93662,11.43,43442.0,820.0,0.001,30700.0,0.61
92225,11.8,43638.0,688.0,0.013999999999999999,23509.0,0.578
92570,11.31,42698.0,1036.0,0.025,56766.0,0.48100000000000004
92102,12.46,41575.0,1069.0,0.10300000000000001,44893.0,0.6990000000000001
93212,10.9,34565.0,753.0,0.003,25204.0,0.669
94603,11.76,40962.0,1168.0,0.11,32306.0,0.303
90606,11.92,63833.0,1231.0,0.02,32978.0,0.5
95605,12.39,38255.0,830.0,0.017,14326.0,0.634
90029,12.33,35253.0,977.0,0.29600000000000004,40161.0,0.43700000000000006
92843,11.81,52536.0,1246.0,0.036000000000000004,44468.0,0.341
90303,11.65,40807.0,1119.0,0.09300000000000001,26453.0,0.272
90018,11.74,32104.0,967.0,0.17600000000000002,48852.0,0.203
94601,11.74,39601.0,1006.0,0.20199999999999999,49990.0,0.38799999999999996
90062,11.12,32067.0,1013.0,0.177,32675.0,0.16
95206,11.32,42404.0,1092.0,0.011000000000000001,65324.0,0.355
91402,11.57,39009.0,1064.0,0.126,70781.0,0.47200000000000003
92316,11.3,48788.0,1096.0,0.025,31720.0,0.5539999999999999
95215,11.5,40753.0,928.0,0.006999999999999999,23764.0,0.633
93703,11.26,28406.0,825.0,0.032,34122.0,0.423
95832,11.87,42228.0,1120.0,0.044000000000000004,11908.0,0.32899999999999996
90021,11.55,12748.0,408.0,0.285,2913.0,0.382
92233,10.89,32328.0,746.0,0.01,10460.0,0.5820000000000001
95122,11.45,57470.0,1449.0,0.040999999999999995,57564.0,0.36200000000000004
95315,11.16,44771.0,976.0,0.001,12381.0,0.574
91605,11.95,43707.0,1090.0,0.065,56060.0,0.552
91766,11.79,48896.0,1179.0,0.026000000000000002,71851.0,0.672
91768,11.89,47177.0,1057.0,0.027999999999999997,36454.0,0.431
90220,11.63,45474.0,1070.0,0.073,50222.0,0.344
93638,10.67,36890.0,855.0,0.001,49761.0,0.841
95231,11.09,36167.0,987.0,0.004,4961.0,0.669
95824,11.2,28447.0,874.0,0.026000000000000002,29781.0,0.39399999999999996
90660,11.74,56607.0,1235.0,0.036000000000000004,63686.0,0.498
91352,11.75,49088.0,1161.0,0.07400000000000001,46874.0,0.7659999999999999
93305,11.27,29812.0,790.0,0.03,37871.0,0.669
92105,11.88,36893.0,974.0,0.068,71334.0,0.537
90007,11.87,22646.0,1038.0,0.177,43779.0,0.28800000000000003
90032,11.7,45208.0,1090.0,0.095,47309.0,0.524
90014,13.64,17134.0,615.0,0.187,6659.0,0.495
93286,11.52,41579.0,723.0,0.005,9942.0,0.8170000000000001
95116,11.7,47413.0,1230.0,0.054000000000000006,52597.0,0.39399999999999996
92335,11.04,43092.0,1019.0,0.026000000000000002,99580.0,0.552
93930,10.77,42454.0,1043.0,0.005,16843.0,0.836
93204,10.39,29302.0,707.0,0.054000000000000006,14553.0,0.5660000000000001
92805,11.63,54422.0,1320.0,0.059000000000000004,70839.0,0.7959999999999999
93033,10.96,55210.0,1262.0,0.013000000000000001,82263.0,0.731
93656,11.14,45485.0,844.0,0.003,7194.0,0.401
90723,11.08,43784.0,1179.0,0.053,54813.0,0.431
93725,11.05,35635.0,848.0,0.006,26879.0,0.32899999999999996
92231,11.35,34733.0,817.0,0.02,39675.0,0.664
91744,11.31,57789.0,1259.0,0.034,87096.0,0.574
94621,11.1,30528.0,1074.0,0.14800000000000002,32269.0,0.27699999999999997
93280,10.63,39206.0,680.0,0.004,27390.0,0.792
92704,11.39,59412.0,1417.0,0.06,87121.0,0.537
91746,11.38,59502.0,1339.0,0.034,29420.0,0.478
94964,11.78,106333.0,755.0,0.036000000000000004,4478.0,0.25
95012,10.64,52015.0,974.0,0.024,10470.0,0.7170000000000001
93721,11.0,11922.0,558.0,0.044000000000000004,6308.0,0.35200000000000004
91706,11.32,51234.0,1210.0,0.045,77692.0,0.35600000000000004
90057,11.22,26940.0,872.0,0.451,45747.0,0.23199999999999998
95351,11.12,34732.0,906.0,0.011000000000000001,48437.0,0.653
90061,11.17,34566.0,1114.0,0.115,28641.0,0.35
91732,11.28,41485.0,1124.0,0.059000000000000004,63849.0,0.479
92273,11.11,26852.0,688.0,0.031,1228.0,0.89
92707,11.04,57038.0,1466.0,0.054000000000000006,63595.0,0.38299999999999995
93270,10.61,27807.0,666.0,0.027000000000000003,5519.0,0.752
93247,10.98,34505.0,743.0,0.005,18932.0,0.8140000000000001
93263,11.07,40833.0,747.0,0.005,20204.0,0.847
92401,11.17,16649.0,765.0,0.078,2104.0,0.41200000000000003
92411,10.81,32747.0,992.0,0.038,26364.0,0.504
93609,10.79,43322.0,846.0,0.006999999999999999,5843.0,0.478
93650,11.41,31818.0,951.0,0.047,3767.0,0.5770000000000001
95961,12.24,46441.0,890.0,0.008,26979.0,0.6709999999999999
91731,11.28,36955.0,1005.0,0.075,29209.0,0.507
90040,10.89,44531.0,875.0,0.027000000000000003,12830.0,0.711
90716,11.21,39055.0,1187.0,0.06,14358.0,0.627
93926,10.9,51044.0,1210.0,0.004,9128.0,0.9259999999999999
93960,10.85,47098.0,1094.0,0.003,27212.0,0.708
92410,10.8,27120.0,853.0,0.031,47510.0,0.49
92173,10.97,35745.0,950.0,0.067,31518.0,0.8490000000000001
95202,11.54,15023.0,567.0,0.032,5409.0,0.43700000000000006
95002,12.92,73333.0,1210.0,0.016,1660.0,0.634
90044,11.32,28344.0,986.0,0.156,88412.0,0.294
90222,11.05,40056.0,1049.0,0.06,32362.0,0.396
93458,10.55,43803.0,1117.0,0.02,56514.0,0.7020000000000001
93706,11.27,29197.0,769.0,0.022000000000000002,39794.0,0.41200000000000003
90059,11.02,33678.0,899.0,0.105,42470.0,0.382
93307,10.79,34358.0,873.0,0.016,84184.0,0.633
93215,10.79,36321.0,767.0,0.006,56028.0,0.688
92281,10.93,32054.0,634.0,0.05,1960.0,0.861
95019,11.24,38491.0,1089.0,0.036000000000000004,7374.0,0.611
90015,11.92,28953.0,866.0,0.27399999999999997,18226.0,0.317
95205,10.78,33357.0,873.0,0.013000000000000001,36928.0,0.513
90221,10.84,42753.0,1104.0,0.066,53657.0,0.415
94104,14.75,80341.0,718.0,0.282,223.0,0.57
93434,11.05,45191.0,1029.0,0.044000000000000004,7178.0,0.71
90006,11.16,31403.0,940.0,0.34700000000000003,61419.0,0.18100000000000002
90744,10.98,41578.0,1020.0,0.066,58061.0,0.7240000000000001
91340,11.15,55217.0,1183.0,0.04,35455.0,0.67
92113,10.88,28185.0,962.0,0.078,57580.0,0.337
93250,10.19,34961.0,800.0,0.005,13925.0,0.8270000000000001
90280,10.8,43526.0,993.0,0.078,95515.0,0.489
91331,10.8,51345.0,1292.0,0.061,102367.0,0.625
90813,11.14,31215.0,959.0,0.17600000000000002,60017.0,0.529
93235,9.69,32783.0,695.0,0.011000000000000001,4044.0,0.789
90262,10.69,42057.0,1046.0,0.061,70650.0,0.406
90031,11.26,34656.0,996.0,0.14,39333.0,0.375
90002,10.61,30214.0,968.0,0.13699999999999998,50098.0,0.484
93256,9.71,27361.0,730.0,0.011000000000000001,6035.0,0.833
93223,10.86,32273.0,716.0,0.019,10759.0,0.8440000000000001
90037,10.41,26638.0,959.0,0.237,61536.0,0.201
93266,10.51,24122.0,647.0,0.043,1465.0,0.813
95328,11.42,41103.0,950.0,0.008,4717.0,0.675
93702,10.24,26031.0,780.0,0.032,47850.0,0.33899999999999997
91733,10.65,40930.0,1093.0,0.048,43790.0,0.638
90003,10.49,30016.0,1064.0,0.175,66913.0,0.22399999999999998
92703,10.62,50047.0,1335.0,0.071,69890.0,0.345
90022,10.52,39051.0,977.0,0.111,69516.0,0.6890000000000001
93927,10.78,52233.0,1129.0,0.011000000000000001,17697.0,0.723
93701,10.58,18553.0,688.0,0.045,10788.0,0.434
90255,10.22,35985.0,939.0,0.125,76206.0,0.6970000000000001
90304,10.54,36778.0,993.0,0.091,26936.0,0.408
90063,10.4,39206.0,1014.0,0.128,54353.0,0.446
90201,10.31,37013.0,1089.0,0.064,102515.0,0.6990000000000001
92701,10.41,39060.0,1067.0,0.10300000000000001,52588.0,0.5920000000000001
90058,9.55,15988.0,645.0,0.156,2748.0,0.354
93905,10.15,42807.0,1075.0,0.012,60887.0,0.8059999999999999
90033,10.55,27190.0,908.0,0.18100000000000002,48567.0,0.555
92274,10.28,27890.0,791.0,0.008,18937.0,0.408
92236,10.55,40897.0,890.0,0.012,43037.0,0.35700000000000004
90270,10.02,36450.0,1001.0,0.073,27663.0,0.8029999999999999
90001,10.14,34050.0,975.0,0.16699999999999998,56314.0,0.499
90023,10.31,37082.0,960.0,0.15,45886.0,0.516
93219,9.79,23458.0,669.0,0.013000000000000001,10378.0,0.809
93241,9.78,31886.0,727.0,0.006999999999999999,18474.0,0.792
93203,9.89,35429.0,796.0,0.017,21784.0,0.8290000000000001
90017,11.55,21009.0,848.0,0.374,23719.0,0.306
90011,9.8,29889.0,993.0,0.218,102926.0,0.293
93640,9.72,25741.0,663.0,0.016,12140.0,0.848
93234,9.49,29304.0,666.0,0.046,6896.0,0.502
