Census Track,Average Income,Neighborhood,Shape_Area,City,County,State,Country
636623,5701839,11,685,Lambside,57,Maine,
224043,4677160,71,234,Langville,79,Minnesota,
241492,9508565,21,813,Aguirreland,69,Virginia,
564540,2570264,31,398,Grantville,46,Tennessee,
736914,2686620,80,203,North Timothybury,71,Georgia,
589668,8405790,74,343,Port Patrick,10,West Virginia,
931096,6519526,46,388,Mirandaburgh,52,Idaho,
572699,8368432,82,824,West Jacobchester,85,Rhode Island,
494217,3980176,11,300,Troystad,3,Wisconsin,
421544,9693552,47,245,Port Gary,24,Oregon,
252574,8156360,98,625,New Judy,13,Georgia,
597945,4266034,17,808,Kathleenstad,16,Kansas,
350292,8787154,32,581,Brandonberg,38,South Dakota,
944721,7506098,26,123,Cruzland,30,Michigan,
486174,3194365,87,834,Pattychester,93,Vermont,
163172,8210873,37,643,Lake Melissachester,53,Utah,
462461,2328982,55,659,Roachbury,61,Iowa,
878653,7614668,92,531,New Chadville,68,Florida,
971092,3246218,29,489,West Brianna,16,Arizona,
895403,7878003,77,300,South Jenniferfort,95,Montana,
216889,3708925,90,394,Lake Alexanderburgh,55,Idaho,
542005,8753006,75,786,Sarahville,1,Delaware,
119990,6281549,79,235,Robertchester,70,Michigan,
670625,6427430,51,308,South Johnstad,46,Washington,
58671,8396356,50,311,New Stevenview,41,New Mexico,
696417,2419383,39,751,Bryanfurt,85,Texas,
438349,6309389,63,505,Ramirezstad,63,New York,
483386,1569831,80,320,East Kennethside,31,Mississippi,
185247,8201328,38,741,Hendersonville,34,Michigan,
565914,698330,49,817,South Karamouth,97,Hawaii,
416357,9573247,73,581,Johnberg,70,Pennsylvania,
127777,7879900,99,858,Julieburgh,37,Oregon,
37177,6370466,34,481,New Alice,94,Michigan,
65127,6893437,74,240,Allenstad,94,Virginia,
65832,4822717,40,320,Jamesport,72,North Carolina,
69291,2137798,98,711,Mercadohaven,19,Alabama,
476581,1214284,63,862,Lake Susan,31,North Carolina,
927839,7927257,33,612,Andrewport,43,California,
133203,4908444,52,163,New Seanborough,48,Louisiana,
967280,684281,72,209,North Maria,73,Montana,
296551,2635996,30,373,Leonfort,54,Kansas,
295941,4493041,71,471,Jonesland,66,Oklahoma,
368563,7682776,60,291,West Jenniferside,70,Texas,
719112,5491736,77,453,Port Matthew,85,Arkansas,
127402,9112160,88,948,Romeroville,63,Mississippi,
498035,3592287,68,936,Crystalchester,88,New Hampshire,
665353,1432844,69,456,Willismouth,86,South Dakota,
889899,3526086,82,499,New Ericaton,0,Florida,
377425,5576578,10,652,Lake Tyroneville,78,Oklahoma,
56179,5869946,16,821,Cruzport,24,Montana,
508520,6721504,81,245,New Jamesmouth,78,Delaware,
594669,7836073,21,112,Housebury,76,Louisiana,
567057,4428908,89,774,East Andrewton,75,Indiana,
432749,9920919,46,478,Janiceview,36,Arizona,
17328,9597770,88,167,Port Melissa,92,North Dakota,
550880,5871915,40,191,Debbiestad,98,Louisiana,
833364,6778773,67,866,North Michaelberg,11,Maine,
11639,2343150,20,282,Lake Heidiland,3,Wisconsin,
734847,9280609,47,577,Lake Sharon,22,Wyoming,
123057,4034035,97,644,Lisaburgh,54,New Jersey,
722596,7339436,54,900,Lake Jonathanside,74,Iowa,
311477,8433288,59,571,Virginiatown,70,Kansas,
838578,7489488,39,543,Adamstown,73,Indiana,
850137,6739493,25,680,Michaelchester,62,Vermont,
212719,4984761,30,366,Lake Taylorbury,30,Rhode Island,
111499,3866919,81,655,Martinstad,69,North Carolina,
82202,5470862,80,140,Harperborough,46,Florida,
580432,4045651,94,880,East Crystal,39,Connecticut,
226077,7155200,27,124,Elliottborough,45,New Jersey,
366108,2086853,50,197,Taylorview,75,Arizona,
942683,2250124,67,131,South Kevinview,48,Washington,
381550,2119788,74,313,South Abigail,80,Mississippi,
481733,814668,11,466,Lake Jonathon,99,Texas,
733847,463288,22,243,New Derrick,15,West Virginia,
713799,4086171,67,208,North Kurt,79,California,
998916,1132208,69,558,New Joseph,9,Alabama,
821143,6299705,50,737,Lake Tammie,26,Illinois,
655215,8713908,47,247,Danielletown,42,Delaware,
215941,3192702,32,577,Scottside,76,Michigan,
16118,4850412,92,401,Selenafurt,82,Virginia,
739657,8681318,18,768,North Larryview,67,Iowa,
47882,2886196,27,848,South Sara,94,Connecticut,
563618,7173300,67,293,Heatherton,36,Indiana,
473019,8260832,97,679,Stephanieview,29,Connecticut,
55399,5684032,84,926,Matthewview,45,Massachusetts,
528475,5733392,63,379,Elliottton,56,Rhode Island,
743527,8918842,80,781,Colonstad,34,Kansas,
82076,4504874,39,429,Myersborough,37,Vermont,
859046,590023,30,972,East Brittanyberg,12,Kentucky,
26607,8182397,10,959,Murphyfurt,10,Idaho,
666783,7938791,23,379,North Richard,98,Louisiana,
523203,4381333,61,355,North Ray,12,Vermont,
164659,2645754,49,932,West Douglasport,50,Illinois,
698931,6586808,91,670,Smithmouth,47,Vermont,
790153,4909079,25,627,North Johnberg,35,Wyoming,
677522,9032046,72,955,Lisaville,0,Maryland,
924883,1655891,54,906,South Julie,82,Indiana,
682849,5499655,53,354,New Loriville,45,Nebraska,
938912,3502301,36,842,Williamton,98,Illinois,
218713,7852875,14,521,East Danielmouth,19,Kansas,
747762,1352197,41,523,Brownview,58,Arkansas,
188290,2356045,49,516,Robertsonland,37,Washington,
470191,5976802,28,257,Andrewsburgh,8,Maryland,
785887,945383,19,392,Haleyside,53,Idaho,
809311,7989959,83,377,Ryanchester,46,Wisconsin,
887813,8801496,53,527,East Michelle,98,Texas,
661027,7118952,99,943,Lake Elizabethmouth,19,Connecticut,
683676,3123454,75,656,Gibbston,0,Arizona,
353805,9203056,49,717,Lake Pamelamouth,39,Maine,
997407,4476381,89,630,Andreachester,89,Tennessee,
205600,697716,48,474,Heatherbury,70,Georgia,
965656,8478578,51,108,Ballardtown,47,Oregon,
634872,551651,19,619,Cochranview,53,Oklahoma,
685479,4157848,46,746,West Carla,63,South Carolina,
881916,228927,74,923,Lake Hannahmouth,93,Nebraska,
56838,8385437,54,282,Ricebury,21,Oklahoma,
481351,7331413,89,275,East Christinefurt,37,West Virginia,
522072,5171817,34,560,Elizabethborough,50,North Dakota,
594877,1973990,23,148,Karenfurt,55,South Dakota,
596893,1977726,17,425,Zhangmouth,5,Kansas,
522823,599226,79,450,Petersonview,83,Wisconsin,
555689,8598710,82,273,East Robertland,44,Idaho,
686881,8203117,71,602,North Sandraport,60,Wyoming,
303018,9658626,72,409,Murphybury,88,South Carolina,
43977,3023344,41,652,West Jacobhaven,27,Texas,
599450,2362404,58,962,East Jenniferland,33,Colorado,
296419,6202389,69,863,North Amyhaven,12,Kansas,
209174,98331,15,615,South Jonathanbury,90,Delaware,
173681,910802,15,488,South Michelle,41,Virginia,
553715,7665286,28,614,Gibsonview,30,Hawaii,
93060,967725,86,645,East Josephhaven,45,Oklahoma,
92374,6811132,14,568,Garnerville,33,Minnesota,
248550,5930732,51,693,South Scottview,60,Idaho,
362166,6488031,98,447,West Morganmouth,99,Nebraska,
115086,5082428,72,734,Port Amyfort,91,Utah,
696188,7392638,76,722,Lake Adamport,37,Tennessee,
211631,9043092,13,470,Kristenbury,35,Wyoming,
211501,4385243,11,410,Robynville,70,Oklahoma,
980880,3362160,72,225,East Andrew,58,Hawaii,
316410,6109031,98,672,Parkerhaven,58,Idaho,
594281,9905487,93,272,Timothyborough,47,Tennessee,
232382,6429371,39,442,South Melanieburgh,2,Colorado,
193779,5520526,41,888,West Susan,6,Georgia,
970519,6834782,76,320,Fosterfort,42,Nevada,
802908,9135134,27,278,Kimberlyburgh,50,West Virginia,
712513,6423682,30,106,Myersview,9,Pennsylvania,
630745,7476034,41,481,Oconnellshire,78,Iowa,
413836,1941377,65,274,Georgeborough,80,New Jersey,
92178,3427446,54,954,Rebeccaview,48,Georgia,
340575,3886302,18,776,East Belindaland,89,Ohio,
770661,6174182,15,854,New Melaniechester,74,South Dakota,
454557,1911626,65,526,West Megan,2,West Virginia,
489811,7167711,89,121,Port Michael,21,North Carolina,
119863,5475259,78,801,Lopezfort,37,Iowa,
973029,1286636,94,903,Christensenport,70,West Virginia,
129209,570101,50,741,North Debrabury,10,Arizona,
819845,7687757,29,474,Josephstad,25,Louisiana,
768501,5075519,84,913,Lake Richard,79,Tennessee,
190390,997115,91,971,Kevinborough,62,Montana,
963751,8319069,87,185,Lake Karenland,60,Delaware,
560502,627331,94,616,Lake Larryville,5,Washington,
115904,7578665,71,221,Torresshire,48,West Virginia,
612740,7463823,69,499,Johnsonchester,67,Ohio,
261828,6247162,99,252,West Steven,22,Ohio,
688192,7745470,84,700,Hollyhaven,9,Mississippi,
819015,790584,94,596,Lake Alyssa,89,Alaska,
587779,4467259,71,428,West Brandyton,0,Alabama,
733012,9841417,38,949,Lake Jillland,32,New Hampshire,
466463,4195276,48,953,Wilsonhaven,22,Louisiana,
80454,4692785,31,813,Jefferychester,68,Kentucky,
6260,7862238,38,723,Kimberlyland,66,Montana,
337568,8709187,39,689,Sandraland,22,Nebraska,
163799,8483042,43,431,Harveyberg,55,Washington,
321539,1583137,77,379,Yvonneberg,83,Indiana,
124675,8694104,29,479,New Leahton,82,Iowa,
466355,7128999,32,926,Longburgh,26,North Carolina,
858605,379347,70,258,West Tracy,6,Nevada,
973282,1683689,39,444,Port Stephanieside,71,Delaware,
984357,66993,49,208,Graceville,37,South Dakota,
66134,2069978,22,684,South Adam,93,Nevada,
9714,798013,83,824,Amandamouth,65,Arizona,
268756,7253310,88,361,Melissaland,69,South Dakota,
486216,5527335,44,166,Wrightton,96,Delaware,
801539,1999513,58,405,Davisfort,38,Maine,
489711,2730136,45,800,New Justinside,76,Minnesota,
254362,3169594,11,427,East Eric,17,Delaware,
115289,850067,78,959,North Joseph,19,Maryland,
322548,9850928,24,800,Kellyland,84,Virginia,
664587,8172946,16,416,Duartemouth,53,Tennessee,
440289,4754528,35,428,Port Caitlin,61,Wisconsin,
819570,7988734,53,265,Wilsonshire,51,Utah,
382323,9297806,30,396,Ericchester,79,Virginia,
469379,3369848,38,554,Heidihaven,11,Georgia,
153118,5989463,25,646,Rebeccaville,61,Arkansas,
488573,9599524,76,535,North Kyle,82,New Jersey,
923657,16982,70,238,North Christopher,6,Nebraska,
582163,8607499,26,162,Johnmouth,45,Maryland,
451617,9883898,64,877,Garciafurt,27,Vermont,
113871,748538,87,564,New Alexanderhaven,59,North Dakota,
677269,4501529,73,312,West David,91,West Virginia,
499601,759956,44,569,Stephaniestad,3,West Virginia,
847175,3884569,12,809,Kingmouth,28,South Carolina,
219827,4815775,73,724,East Julia,71,Idaho,
520439,7425667,84,890,South Oliviaville,56,Arizona,
189877,8394132,50,435,New Maryview,47,Minnesota,
299608,9739562,97,465,Jonesburgh,90,New Hampshire,
594838,6537403,25,673,South Bryanview,84,North Dakota,
12128,2592827,40,149,Rhondaton,84,North Dakota,
978332,1829016,54,976,Garyton,10,Pennsylvania,
913497,6848552,31,571,West Lisaside,75,California,
40010,75499,51,913,New Sara,38,Tennessee,
67547,1444141,58,702,East Amandamouth,59,North Dakota,
667797,8179926,44,953,West Latoyamouth,86,New Jersey,
49256,3332128,22,267,North Lisa,74,Wisconsin,
405558,8621496,23,981,Smithside,42,Rhode Island,
977324,2997037,31,141,Briggshaven,82,Nevada,
828696,7842990,62,995,Port Darrenshire,44,Nevada,
382024,3259902,77,979,Lake Sethmouth,99,Missouri,
630730,1155054,40,384,Marksport,56,Wyoming,
104200,7350872,67,201,Rasmussenmouth,72,Maine,
661976,7425597,38,996,Jonathanton,70,Hawaii,
527068,1951226,58,361,Robertberg,60,New York,
728774,4966794,21,692,Tranmouth,65,Ohio,
581089,605499,38,575,Duffychester,64,Iowa,
19096,2883380,45,655,West Philipshire,81,Alaska,
974392,3145590,52,937,Lake Jonathan,81,Missouri,
349706,6098200,10,878,West Sharon,90,Michigan,
627166,5119311,73,319,North Zachary,19,Rhode Island,
331338,591380,71,342,Natalieville,63,Connecticut,
735673,8076750,49,629,Port Trevorburgh,3,Nevada,
21203,3548534,48,277,Lake Donaldburgh,39,Missouri,
477049,4745922,20,937,West Jaredville,69,Mississippi,
459526,1358055,65,809,Perryfurt,19,Colorado,
25542,8928904,15,219,Nelsonbury,13,Michigan,
622539,8739567,80,561,Martinezbury,0,New Mexico,
126491,2673344,10,629,West Ryanton,62,North Dakota,
987759,2133943,34,345,Christinabury,40,California,
615786,6403585,83,328,South Nicholasmouth,44,Massachusetts,
799858,3528990,25,910,Sherrichester,26,Vermont,
204282,725692,73,832,Williamsshire,91,West Virginia,
589456,4364283,15,957,South Danielport,26,New Hampshire,
364037,7549348,53,154,North Brittanyberg,16,Montana,
18828,4477374,50,209,North Dianafurt,36,Montana,
4814,8464588,60,455,New Jonathanmouth,14,New Hampshire,
29154,7097067,29,997,Ericmouth,85,Connecticut,
317771,7720501,70,745,Moralesville,43,Nevada,
806274,5066852,92,366,Melodyfort,72,Kentucky,
177464,1180747,94,505,Rhondaview,55,Louisiana,
79857,5090681,57,383,East Michelletown,5,Kentucky,
66737,3224837,98,919,Toddfurt,55,Utah,
22105,8043966,62,765,Millertown,10,New Jersey,
293286,2289861,21,760,Aliciaborough,37,Massachusetts,
335495,4017376,53,123,Williamsshire,55,Wyoming,
402503,2789596,20,565,Cruzberg,11,Alaska,
512859,1575717,31,581,Lake Melissa,57,Alabama,
747930,8418029,16,904,South Lauren,50,Illinois,
734705,5661343,27,452,Franciscoborough,46,South Carolina,
178018,7787526,99,529,Petersonstad,62,Illinois,
102423,7696221,13,711,West Zacharyberg,1,Ohio,
464912,3532757,18,114,Colleentown,25,Nevada,
207916,6398284,96,231,North Alex,59,Vermont,
374468,2668827,87,933,Port Suzanneview,54,Georgia,
583189,5427060,90,977,Barronmouth,65,California,
248667,4961734,67,362,Lisaview,68,Virginia,
653531,507293,72,960,Lake Carolview,54,Texas,
952629,3500991,52,887,South Lauratown,38,Vermont,
80622,753664,59,818,Ricardoport,43,Virginia,
613116,5181387,94,759,Terryton,56,Florida,
283468,2062062,29,360,East Stevenview,45,Maryland,
910905,5158816,24,780,Port Kimberlyburgh,1,Washington,
874874,2412945,29,949,South Kellybury,35,Georgia,
229942,4978165,49,196,New Matthewport,97,Iowa,
421853,1818012,93,529,North Rachelberg,46,Delaware,
456284,9769998,12,399,North Kristinton,56,Alabama,
437072,1591734,31,860,Port Feliciashire,88,North Dakota,
14562,901450,42,479,Lake Robert,14,New Hampshire,
548984,994572,27,172,Cynthiastad,4,New Hampshire,
831663,7808084,32,460,West William,55,Nevada,
54697,9019831,58,822,Lake Elizabeth,11,Indiana,
728125,2825839,99,499,Ericaside,81,Florida,
710525,9976827,26,831,South Emilyview,93,Arizona,
879799,3894206,53,742,Lake William,43,Nebraska,
192853,407679,15,995,North Vanessa,46,Iowa,
520951,9164467,84,969,Williamsland,68,Rhode Island,
396660,880035,29,368,Lake Ashleyside,6,Utah,
895841,9400420,57,378,Gordonfort,14,Massachusetts,
941376,355829,30,585,West Sarah,45,Colorado,
877037,7714973,25,345,Powellview,13,Iowa,
117938,696628,40,885,Garciaton,41,New Hampshire,
976461,5126881,35,860,Jacksonside,14,South Carolina,
508557,5046766,71,538,Lisaview,59,Nevada,
769860,7307739,95,712,Johnsonchester,5,Arkansas,
172191,5119086,25,950,Christophertown,87,Texas,
61054,165564,94,967,Allisonfurt,66,Alabama,
680848,4040843,17,212,West Tammyfurt,22,California,
27741,9142748,64,858,Lake Duaneview,40,Pennsylvania,
261799,6441515,28,227,North Gina,61,Montana,
372677,1152919,91,405,New Sarahberg,96,Nevada,
287556,7150225,78,397,Jenningsburgh,21,Arkansas,
143228,4653915,81,524,North Dennisfurt,75,New Mexico,
622417,5541610,22,856,New Christopherborough,40,North Dakota,
83614,4103455,67,313,Ramosside,10,Nebraska,
772671,2436832,91,919,Anitafort,31,Nevada,
122702,5172812,75,856,West Kristinberg,34,Missouri,
350390,2602159,19,209,West Heidi,1,Florida,
224651,115480,81,190,Lake Julia,64,Louisiana,
104910,7982568,77,765,West Kayla,8,Montana,
379918,9336289,64,905,Shepardbury,98,Minnesota,
493102,6822734,92,130,Bradleyfurt,82,Vermont,
202079,354068,24,173,Heatherland,98,Minnesota,
336625,6458713,29,864,Lake Samuel,23,Iowa,
602991,1943139,90,899,Estradaville,85,Alaska,
759387,3859976,12,332,North Danny,8,Michigan,
726167,8569948,70,868,Lake Kathleen,27,Wisconsin,
364749,8862631,81,520,Kellyfurt,82,Minnesota,
170372,9812921,85,480,West Nicoleton,23,New Mexico,
357721,5612191,13,587,New Breannaview,80,Minnesota,
250252,4912963,88,866,South Andrewberg,23,California,
802871,1148688,66,947,New Marthamouth,4,Kentucky,
704665,8587785,50,834,Lake Judithbury,74,Maryland,
603112,7216727,93,544,New Jessicaview,62,Mississippi,
436192,1045503,99,378,Michaelview,58,Illinois,
437160,9716947,21,902,Port Terryside,66,New Mexico,
428862,8717985,47,951,Lake Brian,4,Georgia,
119238,1326430,47,932,West Abigail,2,Alaska,
125031,8466520,15,280,South Cynthia,82,New Mexico,
507394,2195681,54,267,Amychester,24,Louisiana,
983525,6723502,89,945,Evansbury,22,Texas,
671729,7505405,32,443,Thomasside,65,Vermont,
409076,5378485,80,151,Garciafurt,67,Florida,
466310,2954297,57,993,Grahamshire,11,Mississippi,
438428,8822569,18,147,Hodgesmouth,6,Rhode Island,
125857,4913642,24,863,Lake Kevinfort,52,Utah,
221944,4376952,26,116,Beckermouth,82,South Dakota,
503198,9134961,88,751,Madelineshire,73,Idaho,
668518,532838,67,460,Ryanberg,75,Louisiana,
686447,6648884,30,642,Stevenborough,72,Idaho,
568534,4282883,29,488,West Matthewburgh,8,Vermont,
288459,222105,48,637,Taylorville,62,New Hampshire,
587259,3340911,30,409,New John,20,North Carolina,
625122,3181699,64,431,South Aaronstad,5,Washington,
812016,9832891,29,180,Michaelberg,22,New York,
209167,9156817,95,636,Hernandeztown,74,Hawaii,
401067,4813371,96,545,Kathleenview,4,Utah,
381167,1639129,65,388,South Kenneth,1,Nevada,
719229,2038868,54,687,Charlestown,44,Louisiana,
769299,149770,59,281,North Nathanchester,78,Nevada,
613919,1710803,44,228,Amandaburgh,94,Washington,
215244,4732941,19,302,Noahland,90,Maryland,
87916,1768684,88,721,Tinahaven,78,Hawaii,
940311,1139015,15,976,Justinside,19,Illinois,
515994,3875736,10,734,Port Amandamouth,53,Arkansas,
768008,3213833,52,709,Hudsonberg,64,Arizona,
541620,307861,61,636,East Rebeccashire,79,Vermont,
247156,6388907,19,813,Lake Keithborough,17,Texas,
544429,9335966,23,387,South Rachelview,78,Kentucky,
211016,6303422,37,124,Port Brian,87,Oklahoma,
473615,7562695,45,875,Olsonborough,67,Arizona,
818052,4531555,89,610,Solisstad,81,Arkansas,
994724,786136,59,936,West Nathaniel,0,Georgia,
520461,6024240,33,792,Michaelborough,91,New Mexico,
262608,2570872,10,692,New Wendyfurt,78,West Virginia,
661551,9404494,47,327,Chandlerstad,74,Florida,
474217,5813933,41,573,South Johnny,53,Washington,
301926,914916,65,687,Danielborough,74,Alabama,
911363,4763051,75,235,Kathleenstad,49,Maryland,
729962,4051731,31,418,New Cole,80,Kentucky,
341590,4739577,41,127,Hartberg,64,West Virginia,
658068,911130,20,958,North Kristy,75,Idaho,
176129,7287220,80,232,South Edward,68,Hawaii,
368775,1532395,43,655,Russoshire,12,Minnesota,
880192,5918956,25,217,Susanburgh,62,South Carolina,
806612,7926675,26,871,Brownstad,57,Kentucky,
551833,6471240,88,260,East Vanessa,43,Delaware,
385416,1248063,41,323,New Jason,89,West Virginia,
52070,5881168,52,370,North Joseph,52,Oregon,
264955,5561566,77,381,Lake Thomas,68,Arizona,
100034,3658060,95,232,Tiffanystad,95,Washington,
284557,4843825,15,893,Stevenland,49,California,
502855,9550745,52,108,Johnathanborough,72,Kansas,
916929,867750,98,880,South Mollytown,61,Nebraska,
297249,4532955,34,235,Cherylville,59,Iowa,
888076,8269075,44,807,East Williamport,16,Massachusetts,
796253,9353577,97,443,Melindashire,64,Florida,
639460,9506152,78,201,Garyton,47,South Carolina,
631440,6191378,75,826,North Anthony,21,Nevada,
56148,3108944,77,477,Shannonton,31,Idaho,
297714,30944,72,937,Connorborough,53,Ohio,
81452,4088172,27,338,Amytown,51,Kansas,
911786,4097007,87,537,South Wayneview,64,Maine,
39514,1299730,25,558,Gonzalezmouth,78,Illinois,
106176,547249,52,195,Coreytown,58,Louisiana,
392184,6867673,53,375,Englishfort,75,Wisconsin,
889709,5768135,28,909,Brucestad,63,Maryland,
539228,9075552,99,515,New Morganside,31,Tennessee,
994471,5207367,93,614,Berryborough,25,Nevada,
937142,3394020,82,218,Lake Earlville,87,Maine,
828138,615080,37,268,East Dennis,97,Montana,
565585,96321,49,603,New Kimberlychester,46,Idaho,
660355,3679813,91,769,Mckeeview,7,Idaho,
451403,6000570,49,274,South Markberg,39,Iowa,
824748,629020,53,217,East Sherylhaven,55,Maine,
986210,4511790,48,165,Port Debrafurt,46,Minnesota,
363999,4075849,48,365,East Matthew,95,Tennessee,
728756,9574140,85,600,Reyesside,18,Florida,
699070,6795658,48,781,New Tonya,24,Minnesota,
261943,9650410,80,904,Port Douglasland,43,South Carolina,
954323,8971914,95,827,Kellerview,78,Massachusetts,
671684,401830,41,911,East Matthew,14,Utah,
104725,6394235,21,837,East Susan,69,West Virginia,
568040,6365175,70,306,Lake Soniaville,87,Minnesota,
6490,3277899,66,832,West Josephton,45,Rhode Island,
437398,4186039,75,668,New Kurt,12,Delaware,
30994,4330259,56,620,Huntport,85,Virginia,
572420,332808,37,821,North Gabriel,32,Kansas,
162523,9881105,38,269,Powellbury,45,Wisconsin,
43734,5113312,53,735,New Marcia,9,Arkansas,
763965,2829406,25,898,East Alexanderburgh,71,Minnesota,
767310,5920572,83,730,West Jackson,3,North Carolina,
312716,5750515,21,567,Johnsonside,26,Tennessee,
894791,5469126,50,532,Lake Allison,42,Louisiana,
421663,6769270,59,329,Port Anthonyton,61,Connecticut,
618070,7469963,35,729,Parkerview,51,South Carolina,
727654,6660093,42,208,Amandahaven,95,Georgia,
734078,6281531,58,126,Victorfort,91,Connecticut,
80385,504922,20,164,Adammouth,15,California,
849540,5133295,55,632,Boyleton,56,Georgia,
390550,8265806,84,885,North Brittanymouth,49,Georgia,
301148,8486257,22,442,New Christopher,67,Maryland,
174657,1111765,89,469,Norrishaven,0,Alaska,
656951,9519563,43,525,Kimberlyland,22,Pennsylvania,
302894,7812138,95,494,Gonzalezmouth,22,Hawaii,
940972,1061324,98,312,Port Matthewtown,28,Arkansas,
476620,7034065,72,294,Thomasmouth,5,Arkansas,
744003,8092521,86,401,South Mistytown,72,Texas,
743552,2053681,30,877,New Johnchester,65,Oklahoma,
396812,1533791,29,861,West April,43,Ohio,
838517,5079831,25,334,Frenchton,89,Ohio,
725518,1840033,87,424,Bellside,26,Nevada,
827724,7151725,83,889,Jacksonmouth,6,Idaho,
900264,1062892,54,728,Blackwellburgh,35,Kansas,
180787,1659745,64,776,Port Darrell,5,New Hampshire,
597778,8273370,37,584,New Markhaven,38,New Mexico,
960721,192618,82,781,South Roberttown,70,Colorado,
110270,5565426,48,698,East Madisonfort,71,Georgia,
506587,9871521,25,232,South Joshua,60,Massachusetts,
616906,3891958,32,650,Lake James,29,Maine,
749385,6964086,74,712,Clarkland,4,North Carolina,
82726,9239090,36,823,Goldenville,76,Hawaii,
946970,9036293,12,321,East Catherine,23,Ohio,
710986,9419843,65,308,Samanthaton,4,Illinois,
666954,9861896,40,503,Garciabury,9,North Carolina,
754197,9200854,73,455,Taylorfurt,25,Louisiana,
457576,3960897,64,328,Williamhaven,26,Maryland,
21417,4453266,78,805,Andrewton,14,Massachusetts,
444551,4673280,66,111,Bentontown,72,Oklahoma,
339008,1897054,69,308,East Kristy,96,New Mexico,
961827,2051688,29,763,East Nicholas,26,Alaska,
485791,1191774,20,299,New Sean,63,Kansas,
655377,904845,91,845,Burnsshire,44,Utah,
749743,508869,31,396,Danielchester,55,Louisiana,
743420,1207234,79,472,Evansburgh,53,Colorado,
892009,4850111,17,309,Heathshire,12,Louisiana,
825440,1401320,43,224,West Zacharyport,62,Oregon,
523700,3575184,97,344,Johnsonmouth,7,Alabama,
357925,3382064,45,308,Kennethville,15,Kansas,
966866,1142309,27,269,Jacobsland,19,Illinois,
802809,8991896,34,751,Lake Anthony,22,Florida,
218441,7842475,14,331,Kristenfort,89,Connecticut,
93293,6146038,22,681,North Daniel,56,Maine,
237166,5349170,26,570,Dannyberg,18,Maine,
598797,3622309,28,290,West Susan,66,Louisiana,
603195,5221528,47,593,Williamport,89,North Carolina,
843253,5914371,94,870,Lewiston,18,Florida,
449319,6098465,88,346,East Emily,73,South Carolina,
63402,2472547,24,198,Port Hannah,68,Rhode Island,
262829,8257405,68,804,Mariaview,81,Maine,
549710,5724902,43,171,Hardyburgh,7,Kentucky,
111675,2522150,34,516,Jesseside,87,Delaware,
50252,6728466,89,266,West Michael,12,Texas,
483990,4794712,71,514,Traceyborough,28,Wisconsin,
190387,473381,97,976,West Tammy,35,Virginia,
806698,3940996,88,586,Millerton,54,Nebraska,
96429,9472631,30,906,Lake Julieport,65,New Jersey,
527267,4076484,35,674,Carmentown,13,Mississippi,
727973,4296531,89,508,Katherineshire,12,Kentucky,
703832,8276507,41,904,Lake Daniellestad,98,Mississippi,
315030,859516,95,520,Port Teresa,24,Maryland,
797530,2652941,39,658,Murrayfurt,93,North Carolina,
413386,9183791,30,235,Kimberlyberg,15,New Jersey,
547189,9609463,42,759,Isaacport,61,Maine,
347639,6602130,34,557,Micheleside,52,Arizona,
334617,9311517,78,868,East Amanda,99,Rhode Island,
268152,3821490,15,824,North Melissachester,69,Alabama,
941621,972771,77,999,Lake Kelseychester,72,Ohio,
68970,1376546,90,897,Lake Bethany,41,Idaho,
101276,7022413,85,189,Port Dawn,10,Wyoming,
132935,2554311,87,901,South Timothy,62,Minnesota,
476967,5540367,17,388,West Sarah,89,Indiana,
463709,8204993,76,970,Port Michael,32,Georgia,
620080,7235044,85,344,Lake Eric,80,Ohio,
